id,date,forecast
FOODS_1_004_TX_1,2016-04-20,4.478279
FOODS_1_004_TX_1,2016-04-21,4.5658903
FOODS_1_004_TX_1,2016-04-22,5.1479073
FOODS_1_004_TX_1,2016-04-23,5.168242
FOODS_1_004_TX_1,2016-04-24,5.3741045
FOODS_1_004_WI_1,2016-03-28,0.041716743
FOODS_1_004_WI_1,2016-03-29,1.1336122
FOODS_1_004_WI_1,2016-03-30,1.8477595
FOODS_1_004_WI_1,2016-03-31,4.191618
FOODS_1_004_WI_1,2016-04-01,4.04497
FOODS_1_004_WI_1,2016-04-02,4.5998178
FOODS_1_004_WI_1,2016-04-03,4.6600246
FOODS_1_004_WI_1,2016-04-04,3.5688715
FOODS_1_004_WI_1,2016-04-05,3.871044
FOODS_1_004_WI_1,2016-04-06,4.0943375
FOODS_1_004_WI_1,2016-04-07,3.4838061
FOODS_1_004_WI_1,2016-04-08,4.745916
FOODS_1_004_WI_1,2016-04-09,5.321975
FOODS_1_004_WI_1,2016-04-10,4.2095356
FOODS_1_004_WI_1,2016-04-11,3.7001624
FOODS_1_004_WI_1,2016-04-12,3.795181
FOODS_1_004_WI_1,2016-04-13,4.043588
FOODS_1_004_WI_1,2016-04-14,4.2757893
FOODS_1_004_WI_1,2016-04-15,5.374302
FOODS_1_004_WI_1,2016-04-16,6.1525993
FOODS_1_004_WI_1,2016-04-17,5.5048337
FOODS_1_004_WI_1,2016-04-18,4.6202297
FOODS_1_004_WI_1,2016-04-19,4.773494
FOODS_1_004_WI_1,2016-04-20,5.049607
FOODS_1_004_WI_1,2016-04-21,5.167008
FOODS_1_004_WI_1,2016-04-22,6.7850614
FOODS_1_004_WI_1,2016-04-23,7.967238
FOODS_1_004_WI_1,2016-04-24,6.666009
FOODS_1_012_TX_1,2016-03-28,6.659854
FOODS_1_012_TX_1,2016-03-29,6.45043
FOODS_1_012_TX_1,2016-03-30,6.2814307
FOODS_1_012_TX_1,2016-03-31,6.0805163
FOODS_1_012_TX_1,2016-04-01,6.5608897
FOODS_1_012_TX_1,2016-04-02,6.9009657
FOODS_1_012_TX_1,2016-04-03,6.393072
FOODS_1_012_TX_1,2016-04-04,5.6830688
FOODS_1_012_TX_1,2016-04-05,5.4531546
FOODS_1_012_TX_1,2016-04-06,6.1895895
FOODS_1_012_TX_1,2016-04-07,5.9968867
FOODS_1_012_TX_1,2016-04-08,6.493325
FOODS_1_012_TX_1,2016-04-09,7.154424
FOODS_1_012_TX_1,2016-04-10,6.6357675
FOODS_1_012_TX_1,2016-04-11,6.3771777
FOODS_1_012_TX_1,2016-04-12,6.0795393
FOODS_1_012_TX_1,2016-04-13,5.463852
FOODS_1_012_TX_1,2016-04-14,6.165111
FOODS_1_012_TX_1,2016-04-15,6.663067
FOODS_1_012_TX_1,2016-04-16,6.973846
FOODS_1_012_TX_1,2016-04-17,7.0556216
FOODS_1_012_TX_1,2016-04-18,6.602757
FOODS_1_012_TX_1,2016-04-19,6.318596
FOODS_1_012_TX_1,2016-04-20,6.4371433
FOODS_1_012_TX_1,2016-04-21,5.54535
FOODS_1_012_TX_1,2016-04-22,6.7929115
FOODS_1_012_TX_1,2016-04-23,7.5078807
FOODS_1_012_TX_1,2016-04-24,7.312253
FOODS_1_012_WI_1,2016-03-28,3.2482855
FOODS_1_012_WI_1,2016-03-29,3.4417737
FOODS_1_012_WI_1,2016-03-30,3.489708
FOODS_1_012_WI_1,2016-03-31,3.4822977
FOODS_1_012_WI_1,2016-04-01,3.9478755
FOODS_1_012_WI_1,2016-04-02,4.359398
FOODS_1_012_WI_1,2016-04-03,3.9283862
FOODS_1_012_WI_1,2016-04-04,2.967872
FOODS_1_012_WI_1,2016-04-05,3.510904
FOODS_1_012_WI_1,2016-04-06,3.5978298
FOODS_1_012_WI_1,2016-04-07,3.5162885
FOODS_1_012_WI_1,2016-04-08,4.0040207
FOODS_1_012_WI_1,2016-04-09,4.5216084
FOODS_1_012_WI_1,2016-04-10,4.002557
FOODS_1_012_WI_1,2016-04-11,3.395347
FOODS_1_012_WI_1,2016-04-12,3.1311636
FOODS_1_012_WI_1,2016-04-13,3.5996552
FOODS_1_012_WI_1,2016-04-14,3.5514762
FOODS_1_012_WI_1,2016-04-15,3.9727018
FOODS_1_012_WI_1,2016-04-16,4.2878733
FOODS_1_012_WI_1,2016-04-17,3.614084
FOODS_1_012_WI_1,2016-04-18,2.8564994
FOODS_1_012_WI_1,2016-04-19,3.4324872
FOODS_1_012_WI_1,2016-04-20,3.475183
FOODS_1_012_WI_1,2016-04-21,3.4599624
FOODS_1_012_WI_1,2016-04-22,3.86538
FOODS_1_012_WI_1,2016-04-23,4.4586506
FOODS_1_012_WI_1,2016-04-24,3.8875785
FOODS_1_018_CA_1,2016-03-28,11.341594
FOODS_1_018_CA_1,2016-03-29,10.220595
FOODS_1_018_CA_1,2016-03-30,9.662505
FOODS_1_018_CA_1,2016-03-31,10.501493
FOODS_1_018_CA_1,2016-04-01,13.15998
FOODS_1_018_CA_1,2016-04-02,16.140343
FOODS_1_018_CA_1,2016-04-03,15.3181
FOODS_1_018_CA_1,2016-04-04,10.514409
FOODS_1_018_CA_1,2016-04-05,9.442545
FOODS_1_018_CA_1,2016-04-06,9.175274
FOODS_1_018_CA_1,2016-04-07,9.197396
FOODS_1_018_CA_1,2016-04-08,11.684393
FOODS_1_018_CA_1,2016-04-09,15.429134
FOODS_1_018_CA_1,2016-04-10,14.696681
FOODS_1_018_CA_1,2016-04-11,10.350067
FOODS_1_018_CA_1,2016-04-12,9.197141
FOODS_1_018_CA_1,2016-04-13,9.04421
FOODS_1_018_CA_1,2016-04-14,9.515159
FOODS_1_018_CA_1,2016-04-15,12.169276
FOODS_1_018_CA_1,2016-04-16,15.155416
FOODS_1_018_CA_1,2016-04-17,15.76428
FOODS_1_018_CA_1,2016-04-18,10.394208
FOODS_1_018_CA_1,2016-04-19,9.339529
FOODS_1_018_CA_1,2016-04-20,9.131073
FOODS_1_018_CA_1,2016-04-21,9.329053
FOODS_1_018_CA_1,2016-04-22,12.1939745
FOODS_1_018_CA_1,2016-04-23,15.612131
FOODS_1_018_CA_1,2016-04-24,15.641077
FOODS_1_018_TX_1,2016-03-28,7.009277
FOODS_1_018_TX_1,2016-03-29,6.1522675
FOODS_1_018_TX_1,2016-03-30,6.2536716
FOODS_1_018_TX_1,2016-03-31,6.7698216
FOODS_1_018_TX_1,2016-04-01,7.5160427
FOODS_1_018_TX_1,2016-04-02,7.849563
FOODS_1_018_TX_1,2016-04-03,9.01091
FOODS_1_018_TX_1,2016-04-04,7.1628284
FOODS_1_018_TX_1,2016-04-05,6.0946074
FOODS_1_018_TX_1,2016-04-06,6.060538
FOODS_1_018_TX_1,2016-04-07,6.008424
FOODS_1_018_TX_1,2016-04-08,6.967886
FOODS_1_018_TX_1,2016-04-09,8.602854
FOODS_1_018_TX_1,2016-04-10,9.579253
FOODS_1_018_TX_1,2016-04-11,6.9297523
FOODS_1_018_TX_1,2016-04-12,6.057702
FOODS_1_018_TX_1,2016-04-13,6.012651
FOODS_1_018_TX_1,2016-04-14,5.92851
FOODS_1_018_TX_1,2016-04-15,7.0996647
FOODS_1_018_TX_1,2016-04-16,9.079131
FOODS_1_018_TX_1,2016-04-17,9.564021
FOODS_1_018_TX_1,2016-04-18,7.4187074
FOODS_1_018_TX_1,2016-04-19,6.2880344
FOODS_1_018_TX_1,2016-04-20,6.1495247
FOODS_1_018_TX_1,2016-04-21,6.4618607
FOODS_1_018_TX_1,2016-04-22,8.222669
FOODS_1_018_TX_1,2016-04-23,8.918182
FOODS_1_018_TX_1,2016-04-24,9.919384
FOODS_1_018_WI_1,2016-03-28,7.0384374
FOODS_1_018_WI_1,2016-03-29,6.81527
FOODS_1_018_WI_1,2016-03-30,6.652588
FOODS_1_018_WI_1,2016-03-31,6.811971
FOODS_1_018_WI_1,2016-04-01,9.401003
FOODS_1_018_WI_1,2016-04-02,13.3695
FOODS_1_018_WI_1,2016-04-03,10.206934
FOODS_1_018_WI_1,2016-04-04,7.128617
FOODS_1_018_WI_1,2016-04-05,6.6070466
FOODS_1_018_WI_1,2016-04-06,6.711372
FOODS_1_018_WI_1,2016-04-07,6.574283
FOODS_1_018_WI_1,2016-04-08,9.239784
FOODS_1_018_WI_1,2016-04-09,13.0421915
FOODS_1_018_WI_1,2016-04-10,10.461409
FOODS_1_018_WI_1,2016-04-11,7.3464446
FOODS_1_018_WI_1,2016-04-12,6.928496
FOODS_1_018_WI_1,2016-04-13,6.600537
FOODS_1_018_WI_1,2016-04-14,6.517009
FOODS_1_018_WI_1,2016-04-15,9.136934
FOODS_1_018_WI_1,2016-04-16,13.115002
FOODS_1_018_WI_1,2016-04-17,10.376585
FOODS_1_018_WI_1,2016-04-18,7.1843524
FOODS_1_018_WI_1,2016-04-19,6.6025043
FOODS_1_018_WI_1,2016-04-20,6.4971976
FOODS_1_018_WI_1,2016-04-21,6.5629005
FOODS_1_018_WI_1,2016-04-22,9.445294
FOODS_1_018_WI_1,2016-04-23,13.10666
FOODS_1_018_WI_1,2016-04-24,10.363278
FOODS_1_019_WI_1,2016-03-28,4.090346
FOODS_1_019_WI_1,2016-03-29,4.2201285
FOODS_1_019_WI_1,2016-03-30,4.422453
FOODS_1_019_WI_1,2016-03-31,4.5334373
FOODS_1_019_WI_1,2016-04-01,5.6970716
FOODS_1_019_WI_1,2016-04-02,7.091827
FOODS_1_019_WI_1,2016-04-03,5.9728346
FOODS_1_019_WI_1,2016-04-04,4.8084826
FOODS_1_019_WI_1,2016-04-05,4.8890843
FOODS_1_019_WI_1,2016-04-06,4.8165846
FOODS_1_019_WI_1,2016-04-07,4.734294
FOODS_1_019_WI_1,2016-04-08,6.3876395
FOODS_1_019_WI_1,2016-04-09,7.74977
FOODS_1_019_WI_1,2016-04-10,6.13112
FOODS_1_019_WI_1,2016-04-11,4.6829267
FOODS_1_019_WI_1,2016-04-12,4.8184733
FOODS_1_019_WI_1,2016-04-13,4.8490915
FOODS_1_019_WI_1,2016-04-14,4.961475
FOODS_1_019_WI_1,2016-04-15,6.215791
FOODS_1_019_WI_1,2016-04-16,7.8462706
FOODS_1_019_WI_1,2016-04-17,5.992586
FOODS_1_019_WI_1,2016-04-18,4.7418313
FOODS_1_019_WI_1,2016-04-19,4.832612
FOODS_1_019_WI_1,2016-04-20,4.8882003
FOODS_1_019_WI_1,2016-04-21,4.934482
FOODS_1_019_WI_1,2016-04-22,6.418397
FOODS_1_019_WI_1,2016-04-23,7.984532
FOODS_1_019_WI_1,2016-04-24,5.9986806
FOODS_1_021_CA_1,2016-03-28,1.9708805
FOODS_1_021_CA_1,2016-03-29,1.6905564
FOODS_1_021_CA_1,2016-03-30,1.7482702
FOODS_1_021_CA_1,2016-03-31,1.7754787
FOODS_1_021_CA_1,2016-04-01,2.1095989
FOODS_1_021_CA_1,2016-04-02,2.4270675
FOODS_1_021_CA_1,2016-04-03,2.2654226
FOODS_1_021_CA_1,2016-04-04,1.7020241
FOODS_1_021_CA_1,2016-04-05,1.7018657
FOODS_1_021_CA_1,2016-04-06,1.5988892
FOODS_1_021_CA_1,2016-04-07,1.8810524
FOODS_1_021_CA_1,2016-04-08,2.3143125
FOODS_1_021_CA_1,2016-04-09,2.463519
FOODS_1_021_CA_1,2016-04-10,2.29078
FOODS_1_021_CA_1,2016-04-11,1.7628484
FOODS_1_021_CA_1,2016-04-12,1.7049121
FOODS_1_021_CA_1,2016-04-13,1.7884187
FOODS_1_021_CA_1,2016-04-14,1.8287895
FOODS_1_021_CA_1,2016-04-15,2.2345815
FOODS_1_021_CA_1,2016-04-16,2.5956633
FOODS_1_021_CA_1,2016-04-17,2.655899
FOODS_1_021_CA_1,2016-04-18,1.9906715
FOODS_1_021_CA_1,2016-04-19,1.8157845
FOODS_1_021_CA_1,2016-04-20,1.8601677
FOODS_1_021_CA_1,2016-04-21,2.1435065
FOODS_1_021_CA_1,2016-04-22,2.994782
FOODS_1_021_CA_1,2016-04-23,2.9217203
FOODS_1_021_CA_1,2016-04-24,2.9146543
FOODS_1_021_WI_1,2016-03-28,2.19822
FOODS_1_021_WI_1,2016-03-29,2.3417773
FOODS_1_021_WI_1,2016-03-30,2.4294279
FOODS_1_021_WI_1,2016-03-31,2.2474694
FOODS_1_021_WI_1,2016-04-01,3.0832675
FOODS_1_021_WI_1,2016-04-02,3.9208279
FOODS_1_021_WI_1,2016-04-03,3.280611
FOODS_1_021_WI_1,2016-04-04,2.1858296
FOODS_1_021_WI_1,2016-04-05,2.3962228
FOODS_1_021_WI_1,2016-04-06,2.2911465
FOODS_1_021_WI_1,2016-04-07,2.5760965
FOODS_1_021_WI_1,2016-04-08,2.8531635
FOODS_1_021_WI_1,2016-04-09,3.3433216
FOODS_1_021_WI_1,2016-04-10,2.8941836
FOODS_1_021_WI_1,2016-04-11,1.9934546
FOODS_1_021_WI_1,2016-04-12,2.157586
FOODS_1_021_WI_1,2016-04-13,2.046126
FOODS_1_021_WI_1,2016-04-14,2.3795881
FOODS_1_021_WI_1,2016-04-15,2.978892
FOODS_1_021_WI_1,2016-04-16,3.6022224
FOODS_1_021_WI_1,2016-04-17,2.9890888
FOODS_1_021_WI_1,2016-04-18,2.0035434
FOODS_1_021_WI_1,2016-04-19,2.3199544
FOODS_1_021_WI_1,2016-04-20,2.4368398
FOODS_1_021_WI_1,2016-04-21,2.579284
FOODS_1_021_WI_1,2016-04-22,3.2503712
FOODS_1_021_WI_1,2016-04-23,3.6060987
FOODS_1_021_WI_1,2016-04-24,3.2383657
FOODS_1_032_TX_1,2016-03-28,7.579529
FOODS_1_032_TX_1,2016-03-29,7.5659204
FOODS_1_032_TX_1,2016-03-30,7.0845275
FOODS_1_032_TX_1,2016-03-31,6.98656
FOODS_1_032_TX_1,2016-04-01,8.431672
FOODS_1_032_TX_1,2016-04-02,9.924815
FOODS_1_032_TX_1,2016-04-03,8.690453
FOODS_1_032_TX_1,2016-04-04,7.0935335
FOODS_1_032_TX_1,2016-04-05,6.73948
FOODS_1_032_TX_1,2016-04-06,6.8150377
FOODS_1_032_TX_1,2016-04-07,6.8829684
FOODS_1_032_TX_1,2016-04-08,8.622307
FOODS_1_032_TX_1,2016-04-09,10.789955
FOODS_1_032_TX_1,2016-04-10,9.450061
FOODS_1_032_TX_1,2016-04-11,7.2991405
FOODS_1_032_TX_1,2016-04-12,7.1444325
FOODS_1_032_TX_1,2016-04-13,7.349929
FOODS_1_032_TX_1,2016-04-14,7.4205203
FOODS_1_032_TX_1,2016-04-15,9.441008
FOODS_1_032_TX_1,2016-04-16,10.838963
FOODS_1_032_TX_1,2016-04-17,9.9124565
FOODS_1_032_TX_1,2016-04-18,7.535174
FOODS_1_032_TX_1,2016-04-19,7.7247143
FOODS_1_032_TX_1,2016-04-20,7.351379
FOODS_1_032_TX_1,2016-04-21,7.386774
FOODS_1_032_TX_1,2016-04-22,9.944437
FOODS_1_032_TX_1,2016-04-23,10.745048
FOODS_1_032_TX_1,2016-04-24,9.685896
FOODS_1_032_WI_1,2016-03-28,9.354306
FOODS_1_032_WI_1,2016-03-29,10.892474
FOODS_1_032_WI_1,2016-03-30,11.07524
FOODS_1_032_WI_1,2016-03-31,11.102221
FOODS_1_032_WI_1,2016-04-01,14.7016115
FOODS_1_032_WI_1,2016-04-02,22.231136
FOODS_1_032_WI_1,2016-04-03,16.261744
FOODS_1_032_WI_1,2016-04-04,8.693998
FOODS_1_032_WI_1,2016-04-05,8.776954
FOODS_1_032_WI_1,2016-04-06,9.177499
FOODS_1_032_WI_1,2016-04-07,9.507408
FOODS_1_032_WI_1,2016-04-08,13.498131
FOODS_1_032_WI_1,2016-04-09,16.83466
FOODS_1_032_WI_1,2016-04-10,12.701042
FOODS_1_032_WI_1,2016-04-11,8.927594
FOODS_1_032_WI_1,2016-04-12,9.088413
FOODS_1_032_WI_1,2016-04-13,9.270445
FOODS_1_032_WI_1,2016-04-14,9.190975
FOODS_1_032_WI_1,2016-04-15,11.949444
FOODS_1_032_WI_1,2016-04-16,16.460468
FOODS_1_032_WI_1,2016-04-17,12.583889
FOODS_1_032_WI_1,2016-04-18,8.757331
FOODS_1_032_WI_1,2016-04-19,9.024735
FOODS_1_032_WI_1,2016-04-20,8.997092
FOODS_1_032_WI_1,2016-04-21,9.209457
FOODS_1_032_WI_1,2016-04-22,12.673601
FOODS_1_032_WI_1,2016-04-23,17.997425
FOODS_1_032_WI_1,2016-04-24,14.145268
FOODS_1_042_TX_1,2016-03-28,4.095617
FOODS_1_042_TX_1,2016-03-29,4.144465
FOODS_1_042_TX_1,2016-03-30,4.4783673
FOODS_1_042_TX_1,2016-03-31,4.866458
FOODS_1_042_TX_1,2016-04-01,5.088798
FOODS_1_042_TX_1,2016-04-02,5.7120867
FOODS_1_042_TX_1,2016-04-03,5.672308
FOODS_1_042_TX_1,2016-04-04,4.256067
FOODS_1_042_TX_1,2016-04-05,4.4944234
FOODS_1_042_TX_1,2016-04-06,4.412546
FOODS_1_042_TX_1,2016-04-07,4.551788
FOODS_1_042_TX_1,2016-04-08,5.07255
FOODS_1_042_TX_1,2016-04-09,5.551778
FOODS_1_042_TX_1,2016-04-10,5.5439363
FOODS_1_042_TX_1,2016-04-11,4.497706
FOODS_1_042_TX_1,2016-04-12,4.585641
FOODS_1_042_TX_1,2016-04-13,4.7092085
FOODS_1_042_TX_1,2016-04-14,4.2794986
FOODS_1_042_TX_1,2016-04-15,4.7873807
FOODS_1_042_TX_1,2016-04-16,5.5390844
FOODS_1_042_TX_1,2016-04-17,5.796274
FOODS_1_042_TX_1,2016-04-18,4.0203996
FOODS_1_042_TX_1,2016-04-19,4.3064265
FOODS_1_042_TX_1,2016-04-20,4.1915603
FOODS_1_042_TX_1,2016-04-21,4.3238897
FOODS_1_042_TX_1,2016-04-22,4.9335566
FOODS_1_042_TX_1,2016-04-23,5.603107
FOODS_1_042_TX_1,2016-04-24,5.4531784
FOODS_1_043_CA_1,2016-03-28,0.03839075
FOODS_1_043_CA_1,2016-03-29,1.0311979
FOODS_1_043_CA_1,2016-03-30,1.3031683
FOODS_1_043_CA_1,2016-03-31,2.689155
FOODS_1_043_CA_1,2016-04-01,5.6945014
FOODS_1_043_CA_1,2016-04-02,6.4387665
FOODS_1_043_CA_1,2016-04-03,5.7874775
FOODS_1_043_CA_1,2016-04-04,3.643891
FOODS_1_043_CA_1,2016-04-05,4.0685205
FOODS_1_043_CA_1,2016-04-06,4.32568
FOODS_1_043_CA_1,2016-04-07,4.590932
FOODS_1_043_CA_1,2016-04-08,5.7734957
FOODS_1_043_CA_1,2016-04-09,6.3208265
FOODS_1_043_CA_1,2016-04-10,5.7521124
FOODS_1_043_CA_1,2016-04-11,4.4002447
FOODS_1_043_CA_1,2016-04-12,4.0846596
FOODS_1_043_CA_1,2016-04-13,4.187618
FOODS_1_043_CA_1,2016-04-14,4.1820016
FOODS_1_043_CA_1,2016-04-15,5.4702115
FOODS_1_043_CA_1,2016-04-16,6.0013227
FOODS_1_043_CA_1,2016-04-17,5.921574
FOODS_1_043_CA_1,2016-04-18,4.5761642
FOODS_1_043_CA_1,2016-04-19,4.0782413
FOODS_1_043_CA_1,2016-04-20,4.1921554
FOODS_1_043_CA_1,2016-04-21,4.1963043
FOODS_1_043_CA_1,2016-04-22,5.453879
FOODS_1_043_CA_1,2016-04-23,6.053435
FOODS_1_043_CA_1,2016-04-24,5.8956976
FOODS_1_043_TX_1,2016-03-28,0.031535037
FOODS_1_043_TX_1,2016-03-29,0.9978725
FOODS_1_043_TX_1,2016-03-30,1.0637217
FOODS_1_043_TX_1,2016-03-31,2.3783033
FOODS_1_043_TX_1,2016-04-01,4.636387
FOODS_1_043_TX_1,2016-04-02,5.058632
FOODS_1_043_TX_1,2016-04-03,4.6924515
FOODS_1_043_TX_1,2016-04-04,3.0489883
FOODS_1_043_TX_1,2016-04-05,3.0769625
FOODS_1_043_TX_1,2016-04-06,3.023472
FOODS_1_043_TX_1,2016-04-07,3.1496472
FOODS_1_043_TX_1,2016-04-08,3.9155142
FOODS_1_043_TX_1,2016-04-09,4.245469
FOODS_1_043_TX_1,2016-04-10,4.0537124
FOODS_1_043_TX_1,2016-04-11,3.339044
FOODS_1_043_TX_1,2016-04-12,3.182066
FOODS_1_043_TX_1,2016-04-13,3.1984117
FOODS_1_043_TX_1,2016-04-14,3.19712
FOODS_1_043_TX_1,2016-04-15,3.4983537
FOODS_1_043_TX_1,2016-04-16,4.27505
FOODS_1_043_TX_1,2016-04-17,4.3537645
FOODS_1_043_TX_1,2016-04-18,3.3783526
FOODS_1_043_TX_1,2016-04-19,3.16194
FOODS_1_043_TX_1,2016-04-20,3.096588
FOODS_1_043_TX_1,2016-04-21,3.1133773
FOODS_1_043_TX_1,2016-04-22,3.470205
FOODS_1_043_TX_1,2016-04-23,4.1209583
FOODS_1_043_TX_1,2016-04-24,4.2921515
FOODS_1_043_WI_1,2016-03-28,0.030929863
FOODS_1_043_WI_1,2016-03-29,0.95471495
FOODS_1_043_WI_1,2016-03-30,0.9724847
FOODS_1_043_WI_1,2016-03-31,2.2223134
FOODS_1_043_WI_1,2016-04-01,4.182521
FOODS_1_043_WI_1,2016-04-02,5.2495832
FOODS_1_043_WI_1,2016-04-03,4.467246
FOODS_1_043_WI_1,2016-04-04,2.9276724
FOODS_1_043_WI_1,2016-04-05,2.880699
FOODS_1_043_WI_1,2016-04-06,3.0120928
FOODS_1_043_WI_1,2016-04-07,3.0069149
FOODS_1_043_WI_1,2016-04-08,3.7997384
FOODS_1_043_WI_1,2016-04-09,4.681606
FOODS_1_043_WI_1,2016-04-10,3.8300583
FOODS_1_043_WI_1,2016-04-11,2.9289434
FOODS_1_043_WI_1,2016-04-12,2.8263507
FOODS_1_043_WI_1,2016-04-13,2.9029279
FOODS_1_043_WI_1,2016-04-14,2.936245
FOODS_1_043_WI_1,2016-04-15,3.2949991
FOODS_1_043_WI_1,2016-04-16,4.173618
FOODS_1_043_WI_1,2016-04-17,3.6729164
FOODS_1_043_WI_1,2016-04-18,2.8954353
FOODS_1_043_WI_1,2016-04-19,2.8324118
FOODS_1_043_WI_1,2016-04-20,2.8955028
FOODS_1_043_WI_1,2016-04-21,2.9235485
FOODS_1_043_WI_1,2016-04-22,3.4058652
FOODS_1_043_WI_1,2016-04-23,4.3202996
FOODS_1_043_WI_1,2016-04-24,3.7359717
FOODS_1_046_CA_1,2016-03-28,8.955487
FOODS_1_046_CA_1,2016-03-29,8.367362
FOODS_1_046_CA_1,2016-03-30,8.184053
FOODS_1_046_CA_1,2016-03-31,8.413566
FOODS_1_046_CA_1,2016-04-01,11.154912
FOODS_1_046_CA_1,2016-04-02,14.014413
FOODS_1_046_CA_1,2016-04-03,12.465869
FOODS_1_046_CA_1,2016-04-04,7.7861032
FOODS_1_046_CA_1,2016-04-05,7.5176682
FOODS_1_046_CA_1,2016-04-06,7.4260516
FOODS_1_046_CA_1,2016-04-07,7.692406
FOODS_1_046_CA_1,2016-04-08,10.76723
FOODS_1_046_CA_1,2016-04-09,12.932832
FOODS_1_046_CA_1,2016-04-10,11.382565
FOODS_1_046_CA_1,2016-04-11,7.999835
FOODS_1_046_CA_1,2016-04-12,7.369642
FOODS_1_046_CA_1,2016-04-13,7.5062833
FOODS_1_046_CA_1,2016-04-14,7.7273107
FOODS_1_046_CA_1,2016-04-15,10.874707
FOODS_1_046_CA_1,2016-04-16,13.415541
FOODS_1_046_CA_1,2016-04-17,11.534933
FOODS_1_046_CA_1,2016-04-18,8.193307
FOODS_1_046_CA_1,2016-04-19,7.5847044
FOODS_1_046_CA_1,2016-04-20,7.45673
FOODS_1_046_CA_1,2016-04-21,7.76173
FOODS_1_046_CA_1,2016-04-22,10.956425
FOODS_1_046_CA_1,2016-04-23,13.165382
FOODS_1_046_CA_1,2016-04-24,11.195976
FOODS_1_046_WI_1,2016-03-28,8.715156
FOODS_1_046_WI_1,2016-03-29,9.615989
FOODS_1_046_WI_1,2016-03-30,9.457131
FOODS_1_046_WI_1,2016-03-31,9.150099
FOODS_1_046_WI_1,2016-04-01,12.28305
FOODS_1_046_WI_1,2016-04-02,16.599094
FOODS_1_046_WI_1,2016-04-03,12.384452
FOODS_1_046_WI_1,2016-04-04,8.894786
FOODS_1_046_WI_1,2016-04-05,8.8823
FOODS_1_046_WI_1,2016-04-06,8.846995
FOODS_1_046_WI_1,2016-04-07,8.576676
FOODS_1_046_WI_1,2016-04-08,10.657346
FOODS_1_046_WI_1,2016-04-09,15.060345
FOODS_1_046_WI_1,2016-04-10,12.211744
FOODS_1_046_WI_1,2016-04-11,8.4822235
FOODS_1_046_WI_1,2016-04-12,8.453579
FOODS_1_046_WI_1,2016-04-13,8.313923
FOODS_1_046_WI_1,2016-04-14,8.386803
FOODS_1_046_WI_1,2016-04-15,10.880225
FOODS_1_046_WI_1,2016-04-16,14.864712
FOODS_1_046_WI_1,2016-04-17,12.084211
FOODS_1_046_WI_1,2016-04-18,8.387493
FOODS_1_046_WI_1,2016-04-19,8.297831
FOODS_1_046_WI_1,2016-04-20,8.302814
